3.130864314618108324e+01,3.310111849365458880e+01,3.171847266289603340e+01,4.843242457178937421e+00,2.059505815115655114e+00,3.326393729170475044e+00,2.674777094154392465e+00,1.612997613597547009e+00,7.147529275056522025e+00,-4.478411427505981646e-01,-5.391785506134138650e+00,-7.464495200717373713e+00,6.108824568830235890e-02,4.809343081057736863e-02,6.034745064375918178e-02,3.819368495638728739e-02,5.016870154873849519e-02,3.018986330503633381e-02,4.981431208252882353e-02,2.874116114910421974e-02,2.485329352210363663e-02,1.591073868896407006e+01,2.607639975581828651e+01,4.629267658946100994e+01,4.169059351781300649e+01,1.002870885476368912e+01,4.913973212709201022e+01,1.781347107647048844e+01,3.943994688002901228e+01,1.165423403986296513e+01,2.078292682926829116e+01,9.533495736906218099e+00,7.427218934911238080e+00,2.700000000000000000e+01,1.820000000000000000e+02,8.300000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.230943157614483141e+01,3.403940065484746924e+01,3.272320240123522694e+01,-1.195425217597914536e+00,7.108292803887133360e+00,5.100232886368455176e+00,8.378317102617274248e-01,9.451344098919184589e+00,-3.227822158616834858e-01,5.869197742673280871e+00,1.573124000082499530e+00,-5.778858614595858256e+00,8.196412898615820786e-02,6.352173225052322458e-02,6.420708596662259848e-02,5.697027180862339335e-02,3.488844863234880078e-02,3.543127369654264919e-02,5.407398514672541456e-02,4.707375441660528043e-02,3.917404629113103998e-02,3.139929433868269015e+01,2.215977748644933953e+01,4.336185029082507469e+01,1.224750312071550518e+01,5.881669309865288398e+01,4.242233841094418523e+01,5.905179958790302663e+01,3.433155852672781094e+01,3.990956884616653610e+01,1.815112994350282349e+01,1.236440677966101021e+01,1.797808219178082823e+01,2.700000000000000000e+01,1.820000000000000000e+02,8.300000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.294379252681351744e+01,3.453114560534500299e+01,3.330111567142609630e+01,-5.175387110391843848e+00,5.397607335140126139e+00,3.079096233091386470e+00,5.224599241786698212e-01,9.695038558345817847e+00,-1.522443617405822236e+00,9.493546363373640773e+00,-2.369776787089991732e+00,-1.216317512919827148e+00,1.717009591726003370e-01,1.090888034104269128e-01,1.448665337787669594e-01,3.981981059463484546e-02,8.183661253700083571e-02,3.621586661212809061e-02,6.907090928655169881e-02,4.237478023869211546e-02,4.553328240444936420e-02,4.916382249844885166e+01,4.226074702451703757e+01,1.670520709044427221e+01,3.196998818200669135e+01,5.464958132127644319e+01,2.323101213829048106e+01,8.480902393780004900e+01,2.370352155904976144e+01,4.477609851286177900e+01,3.177404580152671087e+01,2.686106870229008337e+01,2.669287833827893053e+01,2.700000000000000000e+01,1.820000000000000000e+02,8.300000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.321113940628637806e+01,3.721942145246329403e+01,3.470428573441551379e+01,-9.465040546215384154e+00,4.169985674122226982e+00,2.788265775166929306e+00,4.692467994845301860e-01,9.527759448381388552e+00,-2.789099506079429247e+00,1.254333048400803108e+01,1.200164323664457688e+00,-2.697975917774830812e+00,1.141172571341785957e+00,6.400456731831820623e-01,2.502420065405944971e+00,2.374772996818530491e-01,2.908394291507281348e-01,3.144750200246034244e-01,1.062701473614926728e+00,8.884495567895387413e-01,2.504878672756110980e+00,4.443179545382519535e+01,3.256313542012245676e+01,2.519905881994870356e+01,1.542631048169675800e+01,5.661601914904476018e+01,2.252394214262542960e+01,5.400058918809026665e+01,2.633541114153149110e+01,2.292817949560146218e+01,4.486904761904762040e+01,4.352160953800297705e+01,4.785838150289016824e+01,2.700000000000000000e+01,1.820000000000000000e+02,8.300000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.069781311387582434e+01,3.387351822363765308e+01,3.316730866662692989e+01,-6.341475653079502450e+00,1.141774864884486718e+01,7.539429707849905349e-02,2.390038686782261779e-01,9.324434292997750617e+00,-3.385908135879688974e+00,1.370824767005483480e+01,4.811820894171569662e+00,-2.661033612678072480e+00,9.589314201650289693e-01,1.953960958087562094e+00,2.988262075488316682e+00,7.241580485665605194e-01,1.300842593968800642e+00,5.903578966247635673e-01,1.176247182479219555e+00,9.364373459117726339e-01,3.354524958321491113e+00,3.079343680636061364e+01,5.004754530249428512e+01,1.776675639301431531e+01,1.340963996311690742e+01,5.669191978650614772e+01,2.312313893727997183e+01,4.989145543867268628e+01,3.223704224661752704e+01,1.865519054673491439e+01,6.909345794392524454e+01,9.203761755485894014e+01,9.758698940998488069e+01,2.700000000000000000e+01,1.820000000000000000e+02,8.300000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.164802526701737762e+01,3.613495214486452056e+01,3.379214113181504331e+01,-2.619072421323926037e+00,5.057091337454155067e+00,7.884839112613860834e+00,3.580752810668533792e-01,6.091589123405283246e+00,-8.075558359934216668e+00,9.008777381185929300e+00,4.014014454205526938e+00,-1.170461754477825966e+00,4.146284738622292854e-01,1.911846628065296261e-01,3.121801382984900619e-01,2.734337174545151128e-01,1.550596894431726103e-01,2.515308277077860644e-01,3.193648806411409913e-01,2.586513318320646793e-01,1.007951248146861323e+00,2.492344561216491172e+01,2.810378189017740169e+01,5.075636717147554577e+01,1.489143669316852581e+01,3.884186964138625342e+01,4.479570604379851773e+01,5.508524175664938838e+01,2.522944067397139989e+01,1.927852690885368148e+01,4.797187060478199783e+01,5.253932584269662698e+01,5.602459016393441971e+01,2.700000000000000000e+01,1.820000000000000000e+02,8.300000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.239897408876766605e+01,3.692279752346838251e+01,3.418709754813943391e+01,-6.379105903812907208e+00,6.131453433265398267e+00,3.671127947757059751e+00,4.876304973888332950e-01,9.582522888463390842e+00,-2.582731413576915713e+00,1.246527424595388567e+01,1.268594916827139762e+00,-2.820925051573464515e+00,1.033188794133153898e+00,9.145298917193369626e-01,2.665549461727492631e+00,2.580304336166124313e-01,3.813559386860806977e-01,3.386678730141154947e-01,1.174694399293787495e+00,8.108933360911561028e-01,2.447515176392163649e+00,2.961327276780068374e+01,3.633022013786506221e+01,3.082919674555465406e+01,2.689184198409950355e+01,5.483137606225316318e+01,1.546554959765258452e+01,5.223078865085750522e+01,2.569884356067773723e+01,2.208915553775531038e+01,5.551718494271685245e+01,7.059410801963994686e+01,6.773650793650793389e+01,2.700000000000000000e+01,1.820000000000000000e+02,8.300000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.379254073520151280e+01,3.653195318646734790e+01,3.488851683581150098e+01,-8.454906775938320962e+00,4.695445560461290135e+00,2.239158554927500600e+00,6.484487375594345515e-01,8.932568232887488691e+00,-4.147464995357961648e+00,9.755391294289225357e+00,2.283171230622693670e+00,-2.402786405748884135e+00,1.197704489907447822e+00,6.733330015282469327e-01,2.003183970553067628e+00,2.684489300277502766e-01,6.208262322564906954e-01,3.023473335882147506e-01,9.626182156850392468e-01,5.049221242994087477e-01,1.309102281484416874e+00,4.445734133589189696e+01,2.973166019781256963e+01,3.382819997618052099e+01,2.585118513839569587e+01,5.259656182533411339e+01,2.669868821491121835e+01,5.018389200443571241e+01,2.632814984282590842e+01,2.816165879617160783e+01,6.043215031315239116e+01,6.763465553235909056e+01,7.948987854251012664e+01,2.700000000000000000e+01,1.820000000000000000e+02,8.300000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.375155738736471278e+01,3.680520658557046687e+01,3.489741209298422575e+01,-7.804599552138593133e+00,4.183936189097573255e+00,3.061866423093384082e+00,1.175611874487414582e-01,9.588091883682881900e+00,-2.556382449736577911e+00,1.044990707282822839e+01,1.593548980587340846e+00,-1.874718060363540939e+00,1.041909082242879814e+00,4.572486550833236851e-01,1.205343523512310444e+00,2.871431528643668685e-01,6.413309954085479880e-01,2.108345007422819106e-01,1.091727912081530860e+00,5.724759085599047115e-01,1.932384530517985644e+00,4.915062524756937989e+01,3.132343390422693119e+01,3.074574561044299870e+01,2.406215258767868193e+01,5.587932228187924011e+01,1.812488701803019353e+01,5.115135226312489891e+01,3.396493858227501050e+01,2.992851554455269181e+01,5.090645879732738877e+01,7.277333333333334053e+01,6.709287257019437334e+01,2.700000000000000000e+01,1.820000000000000000e+02,8.300000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.362216187854339466e+01,3.563524394567470210e+01,3.454968219761034476e+01,-7.204973313250647493e+00,5.924789562356844286e+00,2.621315906666646267e+00,-1.820785393315810019e+00,3.467378368594185467e+00,-8.218637006355901775e+00,9.467518986354964028e+00,1.719516822793011768e+00,-1.325342947570571361e-01,7.473499307455828689e-01,6.261788676857062974e-01,1.018192377261156523e+00,5.114879313612938905e-01,3.741549072294689804e-01,3.822069314152298780e-01,5.879502268629627215e-01,3.727162011224358085e-01,4.115034488767852494e-01,3.546500805257139177e+01,2.469697399468170573e+01,1.699408232492793758e+01,1.429465097048597322e+01,2.044315911974491229e+01,4.070549364747375165e+01,2.596341259462737128e+01,1.674994191566099389e+01,2.029422299307005062e+01,4.581358381502890609e+01,6.095375722543352026e+01,5.886535764375875601e+01,2.700000000000000000e+01,1.820000000000000000e+02,8.300000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.330544830971713566e+01,3.516077824056878853e+01,3.395508425025248300e+01,-2.859868985025393773e+00,5.221103463854990245e+00,6.539591154234481785e+00,-1.687803035241664668e-02,9.267150262110696701e+00,-3.415300552348900176e+00,9.583339217562324208e+00,-1.417285535984377454e+00,-1.707559024272046644e+00,9.707393301159416010e-01,6.903066831961499616e-01,7.922899838287646990e-01,1.186273632698103125e-01,2.351128376319947810e-01,1.018349978333740746e-01,1.320885992732947212e-01,9.500459102121254495e-02,1.106121192445384815e-01,2.084006978738051430e+01,4.599345985286686300e+01,6.185642926953777732e+01,1.578714093273839225e+01,5.965975835411472872e+01,8.311815475543589571e+00,5.533382111837543960e+01,9.045210559362701019e+00,4.849086806463628818e+01,2.419409282700422636e+01,2.299718706047819694e+01,2.630422919508868063e+01,2.700000000000000000e+01,1.820000000000000000e+02,8.300000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.018993682755897723e+01,3.377750944218477969e+01,3.314054785894206390e+01,-6.176187486941646654e+00,8.060257912172463790e+00,1.871941772323171049e+00,2.198774305014913610e-01,9.428033739106480127e+00,-2.614065777396281209e+00,9.855278983773306578e+00,2.800427140630719958e+00,-2.222811202319905810e+00,1.595603765151319964e+00,1.404118808297688981e+00,2.094855685220787134e+00,1.097593188899771421e+00,2.809079370304385370e-01,3.633812962140223757e-01,1.346397329256845854e+00,4.016442190313754823e-01,1.986480946803332870e+00,5.465447280769895144e+01,3.596827898378257515e+01,7.408478702303807673e+00,3.302574209503185187e+01,5.569394275614985901e+01,2.076638027716543533e+01,4.869067945591954327e+01,3.357072005176816276e+01,3.728578997992551791e+01,6.554498714652956437e+01,1.004461538461538339e+02,1.064912718204488726e+02,2.700000000000000000e+01,1.820000000000000000e+02,8.300000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
